url,title,business title,ic,email,phone,address,description
http://www.digitalnipanely.cz,DIGITÁLNÍ PANELY CZ,Digitální panely,29385512,libor@digitalnipanely.cz,+420 800808008,"Smetanovo náměstí 1180/7, 702 00  Moravská Ostrava",Prodej a pronájem led panelů. Dodáváme digitální úřední desky pro města a obce s vlastním software pro automatické zobrazování úředních dokumentů.
https://www.okay.cz/praha-prosek-okay-u-obi,OKAY.cz,OKAY,60719257,okay_044@okaycz.eu,+420 724661044,"Prosecká 824/80, 190 00  Praha, Prosek","Elektro a nábytek předních výrobců najdete pod jednou střechou. Můžete vyzkoušet, jak vypadá obraz vybrané televize a jak se na ni bude dívat z nové sedačky. Máme vše od bílého elektra, IT, telefonů až po příslušenství. Nabízíme také doplňkové služby jako pojištění zboží, prodloužení záruky a další."
https://www.mall.cz,MALL.cz,Internet Mall,26204967,objednavky@mall.cz,+420 296245025,"U garáží 1611/1, 170 00  Praha, Holešovice","Internetový obchod, kde nakoupily již stovky tisíc zákazníků. Nabízí široký sortiment zboží, např. spotřebiče, audio, video a foto, mobily, PC, potřeby pro děti a domácnost, chovatelské, hobby či sportovní potřeby, parfémy, hodinky nebo kosmetiku."
http://www.electroworld.cz,Electro World,Electro World,26488361,info@electroworld.cz,+420 210012444,"Radlická 520/117, 158 00  Praha, Jinonice","Prodej velkých a malých domácích elektrospotřebičů, elektroniky, mobilních telefonů a výpočetní, audio video a zahradní techniky. Nakupovat můžete v síti kamenných prodejen nebo na eshopu. Zboží doručujeme domů nebo si ho můžete vyzvednout v kamenných prodejnách."
https://www.obchody24.cz,Obchody24.cz,Obchody 24,27760766,info@obchody24.cz,+420 596965968,"Spartakovců 6014/3, 708 00  Ostrava, Poruba","Zavedený e-shop s osobním přístupem, na trhu působíme od roku 2004. Bezpečí pro vaše zboží - používáme komfortní dopravu HDS. Možnost osobního odběru na několika místech v ČR."
https://www.alza.cz,Alza.cz,Alza.cz,27082440,obchod@alza.cz,+420 225340111,"Jankovcova 1522/53, 170 00  Praha, Holešovice","Váš obchod s počítači, elektronikou, domácími spotřebiči, hračkami, parfémy, šperky, drogerií, ale i sportovním vybavením či hobby sortimentem. Desítky položek ihned k odběru, možnost nákupu na splátky. Otevřeno i v sobotu a v neděli, doručení do druhého dne."
https://eshop.eta.cz,ETA,ETA,27544001,ostrava.futurum@eta.cz,+420 577055929,"Novinářská 3178/6a, 702 00  Moravská Ostrava","Zabýváme se prodejem domácích elektrospotřebičů. V našem sortimentu naleznete široký sortiment pomocníků do kuchyně, pro úklid domu a také pro péči o tělo. Veškeré zboží můžete zakoupit na e-shopu nebo na jedné z našich značkových prodejen, kde vám s výběrem ochotně pomůžeme."
http://www.kamody.cz,Kamody.cz,Kamody,27467392,obchod@kamody.cz,+420 734622625,"V Lukách, 562 01  Ústí nad Orlicí","Obchod s širokou nabídkou nářadí (zahradní, hobby i profi nářadí), bazénů, zahradního nábytku, vybavení koupelen a kuchyní, úklidových prostředků, elektroniky, krbů, kamen, instalačního materiálu, domácích spotřebičů, dětského zboží. Specialista na sortiment Bosch, Makita, AL-KO."
https://aukro.cz,Aukro.cz,AUKRO,5360722,info@aukro.cz,,"Londýnské náměstí 886/4, 639 00  Brno, Štýřice","Významné české online tržiště s více než 4,5 miliony uživatelů. Orientuje se na aukce i prodej a nákup za pevné ceny. Prodávat na něm mohou jak profesionální obchodníci a firmy, tak široká veřejnost. Svou činnost jsme zahájili v roce 2003."
http://www.ogsoft.cz,OG Soft,OG Soft,25108565,info@ogsoft.cz,+420 468000100,"M. R. Štefanika 264, 562 01  Ústí nad Orlicí","Vývoj software a informačních systémů. Tvorba WWW obsahu a online marketing. Návrhy, prodej a servis výpočetní techniky. Vzdálená správa IT, dohled podnikových sítí, expresní servis onsite a garance chodu výpočetní techniky. Toto (nejen) vše dobře umíme, můžete mrknout na naše stránky."
http://www.nejlevnejsi-kamery.cz,Nejlevnejsi-kamery.cz,SENTRY COMPANY,5738121,info@nejlevnejsi-kamery.cz,+420 739375415,"Horní náměstí 1484/8, 466 01  Jablonec nad Nisou","Srdečně Vás vítáme v e-shopu a prodejně s levnými profesionálními kamerovými systémy a vším potřebným pro jejich montáž a úspěšné provozování. V případě požadavku instalace Vám zajistíme realizaci celého projektu, případně doporučíme proškoleného montážního partnera."
http://www.czc.cz,CZC.cz,CZC.cz,25655701,kladno@czc.cz,+420 313110000,"nám. Jana Masaryka 2735, 272 04  Kladno","Specializovaný obchod s výpočetní technikou, počítači a elektronikou. K dispozici je on-line stav zboží skladem, informace o produktech, recenze, novinky, technická podpora. Nabízíme notebooky, tablety, stolní počítače, software, televize, audio-video techniku a příslušenství. Možnost parkování."
https://www.elektrocz.com,ELEKTROCZ.com,2Traders CZ,27592421,kuchyne@elektrocz.com,+420 603330448,"Žitenická 871/1, 190 00  Praha, Prosek","Máme kuchyně pro každého. Můžeme nabídnout kuchyně německé kvality nebo naší vlastní výroby. Rychlé jednání a zdarma návrh kuchyně do 24 hodin. Máme pro Vás nejen kuchyně, ale i nabídky spotřebičů. Vše na jednom místě - Vaše spokojenost je naším závazkem. Komunikujeme 7 dní v týdnu do 21 hod."
http://www.bscom.cz,BScom s.r.o.,BScom,27466787,obchod@bscom.cz,+420 499944944,"Spojenecká 1111, 541 01  Trutnov, Střední Předměstí","Jsme specialista na počítače a elektroniku. Nabízíme prodej výpočetní techniky, serverů, software a kamerových systémů. Mezi další sortiment patří počítače, notebooky, tablety, tiskárny, skenery, fotoaparáty, projektory, LCD, LED monitory, mobilní telefony, navigace i herní konzole."
https://www.incomputer.cz,inComputer.cz,inComputer,26295938,marketing@incomputer.cz,+420 778403680,"U Pekáren 1644/1a, 102 00  Praha, Hostivař","Spolehlivý dodavatel IT techniky. Jsme oblíbený internetový eshop. Na naší vlastní kamenné prodejně, která je spojená s velkým prodejním skladem Vám můžeme nabídnout více jak 10 000 notebooků, 5 000 počítačů a tisíce příslušenství na jednom místě. U nás se vždy setkáte s úsměvem, dobrou radou."
http://www.jcscomp.cz,JCS Computer,Tomáš Jindra,45908290,info@jcscomp.cz,+420 569626664,"Krále Jana 308, 583 01  Chotěboř","Zabýváme se prodejem a servisem výpočetní a digitální techniky, mobilních telefonů, příslušenství. Nabízíme tonery a inkousty, připojení k internetu a správu sítí. Jsme gold partner a servisní středisko pro PC LYNX. Prodej software, správa sítí, gold partner pro antivirová řešení ESET."
http://www.kubasta-elektro.cz,Kubasta-elektro.cz,Radovan Kubašta,76377075,kubasta@kubasta-elektro.cz,+420 469620893,"Novoměstská 1040, 537 01  Chrudim II","Prodej elektrospotřebičů. Široký výběr elektrospotřebičů, elektroniky, bílého zboží, LED televize, audio techniky, mobilní telefony, notebooky, tablety. Nabídka letáku Proton. Poskytujeme odborné poradenství, servis, anténní a satelitní montáže, zkušenosti."
http://www.atronic.cz,Atronic.cz,Atronico,4004221,info@atronic.cz,+420 702180120,"Tylova 726/19, 301 00  Plzeň, Jižní Předměstí","Jsme experti na prodej a servis mobilních telefonů značky Apple iPhone. Bezkonkurenční možné ceny, specializovaný servis a opravy na počkání, to vše najdete u nás. Vždy, když jde o Apple, jsme na blízku."
http://www.domacitechnika.cz,Domacitechnika.cz,DOMATECH.CZ,27470954,info@domacitechnika.cz,+420 491435366,"Lannova 2061/8, 110 00  Praha, Nové Město","Nabízíme celou škálu potřeb pro vaši zahradu. Od sekaček, kultivátorů, zahradních traktůrků, štípaček na dřevo až po vybavení zahrady dřevěným nábytkem, houpačkou či odolným skleníkem. V nabídce naleznete také nářadí do dílny a dřevoobráběcí stroje všech značek."
http://www.pvpisek.cz,,PV Písek,7966636,info@pvpisek.cz,+420 736228687,"Hostivítova 321/1, 397 01  Písek, Václavské Předměstí","Postaráme se o profesionální a komplexní zabezpečení vašeho objektu. Provádíme kompletní návrhy, montáž a servis. Se systémy vás naučíme pracovat. Jako platinový montážní partner firmy Jablotron zaručujeme vysokou kvalitu služeb a použitých technologií."
https://www.hifistudioeverest.cz,HIFI STUDIO EVEREST HighEnd HiFi Audio / poslechové studio,Roman Miler,5387957,info@hifistudioeverest.cz,+420 777956292,"Popovická 1091, 664 42  Modřice","Poslechové a prodejní HighEnd HiFi studio. Navrhujeme komplexní audio řešení na míru. Autentická a emocionální reprodukce, vysoká kvalita komponentů v zapojení špičkové kabeláže zajišťuje konečné řešení vysněného zvukového projevu a uzavírá tuto kapitolu. Výsledkem je audio systém bez kompromisů."
http://www.elektro-kutilek.cz,Elektro Kutílek s.r.o.,Elektro Kutílek,27204251,info@elektro-kutilek.cz,+420 325512790,"Boleslavská třída 132/2, 288 02  Nymburk","Jsme členy celosvětové sítě Expert. Zajišťujeme prodej v kategoriích: televize, elektronika, počítače, mobilní telefony, bílé zboží a svítidla. Nabízíme odvoz zboží týž den. Instalace, odvoz a likvidace starých spotřebičů zdarma. Vlastní parkoviště za prodejnou."
https://www.lepsizvuk.cz,Lepší Zvuk,LEPŠÍ ZVUK,5555370,info@lepsizvuk.cz,+420 724366269,"Táborská 940/31, 140 00  Praha, Nusle","Webový obchod pro všechny generace s kamennou prodejnou. Poradíme vám s výběrem kvalitní HiFi elektroniky a zapojením. Doprava zdarma, 100% garance nákupu, expedujeme do 24 h. Jsme místo, kam si zajdete pro svoje audio domů i do kanceláře. Pro individuální nabídku nás můžete telefonicky kontaktovat."
http://www.2jakost.cz,2jakost.cz,ELEKTRO SOLID,24749338,info@2jakost.cz,+420 212248088,"Nemanická 437/5, 370 10  České Budějovice 3","Prodej domácích spotřebičů 2. jakosti. V nabídce se nachází bojlery, průtokové ohřívače, volně stojící nebo vestavné spotřebiče jako je chladnička, pračka, sušička a myčka nádobí, trouby, mrazák, varná deska či odsavač par s drobným poškozením nebo poškozeným obalem za skvělé ceny."
http://www.sabol.cz,"Antény a Satelity, Alarmy - SABOL s.r.o.",SABOL s.r.o.,1477536,info@sabol.cz,+420 607414243,"Bryksova 761/42, 198 00  Praha, Černý Most","Nabízíme antény a satelity, alarmy, kamery, internet, IT služby, kabelové televize. Zajišťujeme opravy, servis, montáž, prodej. Společné TV antény STA, individuální antény a satelity freeSAT by UPC, Skylink, DIGI TV. Měření signálů. Bezdrátové Alarmy Jablotron, kabelový optický internet UPC."
http://www.elektrooralek.cz,Elektro Orálek,František Orálek,45424993,obchod@elektrooralek.cz,+420 720182830,"Nádražní 2/1, 682 01  Vyškov-Město","Prodej elektrospotřebičů a náhradních dílů. Prodáváme vysavače, žehličky, klimatizace, mrazničky, sporáky, televize a šicí stroje. Dále nabízíme také svítidla, zahradní techniku, keramické výrobky, sáčky do vysavačů nebo pivní systémy."
http://www.chladservis.cz,Chladservis,Dušan Segeťa,10546031,chladservis@chladservis.cz,+420 543255555,"Křenová 89/19, 602 00  Brno, Trnitá",Specializujeme se na prodej a servis velkých domácích spotřebičů. Vždy u nás najdete stovky spotřebičů skladem za akční ceny. Doprava a výnos v rámci Brna a okolí zdarma při objednávce nad 6000 Kč. Nabízíme věrnostní slevy pro registrované zákazníky.
https://www.avhifi.cz,AVHiFi.cz - WDQ s.r.o.,WDQ,26829312,info@wdq.cz,+420 241406375,"Šperlova 2280/28, 149 00  Praha, Chodov","Výhradní dovozce a distributor značek Atlona, Beale, Blustream, DVDO, Emotiva, Kordz, Zidoo. Velkoobchodní a maloobchodní prodej audiovizuální techniky a elektroniky se zaměřením na zařízení pro zpracování a přenos signálu HDMI, přepínače, převodníky. Poradíme se 4K/UHD včetně HDR/Dolby Vision."
http://www.elektrostech.cz,,ELEKTRO ŠTĚCH,25161041,obchod.veseli@elektrostech.cz,+420 381582430,"Malé náměstí 78, 391 81  Veselí nad Lužnicí II","Nabízíme široký sortiment volně stojících nebo vestavěných elektrospotřebičů, spotřební elektroniky, elektroinstalačního materiálu a příslušenství. Můžete si k nám přijít nakoupit, jako tisíce spokojených zákazníků již od roku 1991."
https://www.mmservis-pracky.cz,M+M Servis,M+M servis pračky,25413554,servis@servismm.eu,+420 485107707,"Dvorská 476/14a, 460 05  Liberec V-Kristiánov","Prodej bílé techniky a náhradních dílů. Provádíme opravy a servis bílé techniky - pračky, myčky, sušičky, sporáky, bojlery, varné desky, trouby mikrovlnné i tradiční a drobné spotřebiče. Specializujeme se na značky Whirlpool, Beko, Gorenje, Mora, Tatramat, Dražice, Tefal, Moulinex, Rowenta, Krups."
https://www.elpospisil.cz,"EL-Pospíšil, s.r.o.",EL - Pospíšil,60750898,info@elpospisil.cz,,"Prusinovského 203/3, 767 01  Kroměříž","Velkoobchod, maloobchod a internetový obchod. Široký sortiment, nízké ceny a tradice od roku 1995. Eshop a prodej elektro příslušenství a spotřebičů, elektroinstalačního materiálu. Audio, video, satelitní technika. Nad 1000 Kč doprava zdarma. Můžete objednávat online 24/7/365."
http://www.panashop.cz,TODA,David Toman,48699152,panashop@seznam.cz,+420 323603079,"Masarykovo nám. 15/8, 251 01  Říčany","Nabízíme sortiment výrobků Panasonic. Specializujeme se především na prodej všech druhů televizí. Naleznete u nás, ale i pračky, holící strojky videokamery a další."
http://www.syntex.cz,Syntex Praha,Syntex Praha,25772716,info@syntex.cz,+420 241482662,"Michelská 291/21, 140 00  Praha, Michle","Profi a poloprofi videotechnika na doma, pro studia i pro film. Prodáváme baterie, nabíječky, kabely, kamery, klávesnice, konzoly, objektivy, filtry, monitory, software, stativy a ramena. Dále střihové karty, světla, tašky, kufry, videorekordéry a univerzální příslušenství."
http://www.sporilek.cz,Spořílek.cz,ELVO Hlinsko,25279297,obchod@sporilek.cz,+420 469312971,"Komenského 408, 539 01  Hlinsko","Zkušení prodavači poradí s vhodným výběrem tak, abyste neměli důvod nakupovat elektro jinde. Nabízíme bílou i černou techniku, fritézy, domácí kino, kuchyňské roboty, náhradní díly pro vysavače, smartphony, rychlovarné konvice, mikrovlnné trouby, digestoře, pekárny, parní čističe, fény, sekačky."
http://www.auva.cz,AuVa elektro,Zdeněk Vavřík,61598704,obchod@auva.cz,+420 571614704,"Vsetínská 1274, 757 01  Valašské Meziříčí","Prodej audiovizuální techniky a domácích spotřebičů. Nabídka ledniček, mrazniček, myček, praček, sporáků, sušiček, odsavačů par, vestavných chlazení, varných desek, setů nebo kávovarů, televizorů, satelitní techniky, DVD přehrávačů, sluchátek, kamer, grilů, odšťavňovačů, žehliček či mlýnků na maso."
http://www.onlineshop.cz,ONLINESHOP.cz,SHOP TRADING,24717509,info@onlineshop.cz,+420 277278278,"S. K. Neumanna 3627/3, 466 04  Jablonec nad Nisou, Mšeno nad Nisou","Prodáváme TV techniku, LCD televizory, robotické vysavače, plazmové televize, fotoaparáty, autorádia, GPS navigace, mobily, lednice, pračky, myčky, sušičky, sporáky, vysavače, hrnce. Náš e-shop poskytuje rychlé dodání. Zboží je skladem."
http://www.vpcentrum.eu,,Václav Pevný - VP Centrum,12792152,info@vpcentrum.eu,+420 416731365,"Okružní 146/6, 412 01  Litoměřice-Město","Elektronické součástky, anténní technika, baterie, akumulátory, autodoplňky, ISO redukce a kabely, cestovní adaptéry, konektory a redukce, měniče napětí, měřící technika, pájecí technika, zdroje napájení, vypínače, přepínače, tlačítka, nářadí, propojovací kabely."
https://www.digestore-faber.cz,Digestoře FABER,PROMTINVEST,49607286,info@odsavacefaber.cz,+420 566630160,"nám. Republiky 1487/3, 591 01  Žďár nad Sázavou 1","Jsme výhradní dodavatelé digestoří FABER - luxusních italských odsavačů vysoké kvality. V naší nabídce najdete designové digestoře nejrůznějších typů (lustrové, komínové, rustikální, vestavné, stropní atd.), velikostí a provedení. Samozřejmostí je i široký sortiment špičkového příslušenství."
http://www.comfor.cz,COMFOR - prodej elektro,COMFOR STORES,26290944,praha_flora@comfor.cz,+420 515266314,"Vinohradská 2828/151, 130 00  Praha, Žižkov","Maloobchodní prodej a servis výpočetní a digitální techniky. Prodej a servis notebooků, herních konzolí, PC a mobilů. Široký sortiment herních zařízení."
http://www.aworld.eu,aWORLD,aWORLD,27691217,prodejna@aworld.cz,+420 739029035,"Brněnská 2424/53, 591 01  Žďár nad Sázavou 1",Provozujeme prodejnu s elektrem za internetové ceny. Pro zákazníky je dispozici vlastní parkoviště či zajištění dopravy.
http://www.comprint.cz,,BossCan ComPrint,63488191,obchod@comprint.cz,+420 725720825,"Brněnská 1131, 664 42  Modřice","Nabízíme servisní, prodejní služby, pronájem tiskové a počítačové techniky. Spotřební materiál pro multifunkce, tiskárny, kopírky, faxy, skenery a velkoformátové tiskárny. Zajištění náhradního stroje. Kvalitní autorizovaný servis značek Canon, Lexmark, Brother, Fujitsu, Ricoh, HP, Epson, OKI, Xerox."
,Elektro Bejlek,BEJLEK REAL s.r.o.,27737497,bejlek@bejlek.cz,+420 515229162,"náměstí Míru 85, 671 67  Hrušovany nad Jevišovkou",Zabýváme se prodejem elektroniky.
http://www.itsoffice.cz,,"ITS Office Technology, s.r.o.",28645961,info@itsoffice.cz,+420 773885883,"U Nádraží 1202/2, 736 01  Havířov, Šumbark",Jsme poskytovatel služeb v oblasti tiskových řešení. Zaměřujeme se především na prodej spotřebního materiálu do kopírovacích a tiskových zařízení.
https://www.facebook.com/elektrocentrum.kaplice,ELEKTROCENTRUM Kaplice,Ivana Drayerová,5739497,eat04@seznam.cz,+420 725460321,"Bělidlo 120, 382 41  Kaplice","Prodej spotřební elektroniky a elektrospotřebičů do domácností i firem, rovoz velkých spotřebičů (praček, lednic). Platby servisních poplatků a služeb SKYLINK."
,,Václav Buršík,69253692,venbur@atlas.cz,+420 603764863,"Postřekov 182, 345 35","Výroba, prodej, nastavení a servis elektroniky (PC, TV, Sat, HiFi a další). Dále kamerové systémy či ozvučení různých akcí - i tam kde není elektřina."
http://www.teb-shop.cz,,TEB Shop s.r.o.,7196091,info@teb-shop.cz,+420 732533654,"Třinec, Oldřichovice 791, 739 61",Prodejce voskovacích žehliček a bílé techniky.
http://www.akermann.cz,Akermann Electronic Praha,AKERMANN ELECTRONIC PRAHA,41690079,info@akermann.cz,+420 283023170,"Moskevská 949/86, 101 00  Praha, Vršovice","Elektronické komponenty - polovodiče, displeje, optolelektronika, paměti, bezdrátová komunikace. Zajišťujeme prodej a servis PC, outsourcing. Specializujeme se na odolná IT řešení pro extrémní podmínky, odolné notebooky a embedded boards."
http://www.highspeed.cz,,Foxtima,1529722,macak@foxtima.cz,+420 739440401,"Dvořáčkova 1532, 666 01  Tišnov",Prodej highspeed kamer.
,,Zdeněk Černušák,11294710,zdenek.speed@seznam.cz,+420 777190019,"Havelcova 70, 280 02  Kolín III",Prodej a servis elektroniky.
http://www.marcell.cz,,Marcel Pinc,46696865,pinc@marcell.cz,+420 603279212,"Stádlec 94, 391 62","Zaměřuji se na prodej a servis spotřební elektroniky. Opravuji veškeré značky elektroniky. Specializuji se na značky SONY, Panasonic, Samsung, SHARP, LG, JVC, PHILIPS, GRUNDIG, TOSHIBA, Sencor, Sanyo, Hyundai, ECG a další."
http://www.alfadigital.cz,Alfa Digital,Miroslav Tabačár,65807537,info@alfadigital.cz,+420 519352200,"U Nemocnice 3373/6a, 690 02  Břeclav",Provozujeme prodejny spotřební elektroniky.
,Prodej elektroniky Zikmund Lukáč,Zikmund Lukáč,7436955,alzberta.lukas@seznam.cz,+420 606045331,"Jana Želivského 1801/22, 130 00  Praha, Žižkov",Nabízím prodej spotřební elektroniky a elektrotechniky.
https://lord.eu/,LORD Hausgeräte Distribution s.r.o.,LORD Hausgeräte Distribution s.r.o.,6100309,,+420 724147096,"Matoušova 515/12, 150 00  Praha, Smíchov",Německá kvalita bez kompromisů – to jsou spotřebiče LORD vyráběné v nejmodernějších výrobních závodech …pro život.
,,Elektro Teichmanovi,5164265,elektro@teichmanovi.cz,+420 499621401,"Rooseveltova 1428, 544 01  Dvůr Králové nad Labem","Zabýváme se prodejem domácích spotřebičů a elektroniky. Nabízíme pračky, myčky, paměťové karty, MP4 přehrávače, navigace, MP3 přehrávače, sluchátka, domácí kina, mikrofony a autorádia. Dále u nás naleznete baterie, nabíječky, hodiny, hodinky, budíky, televizory, zesilovače a další."
,,VEMIO s.r.o.,4997468,,+420 777848485,"Na Roudné 389/45, 301 00  Plzeň, Severní Předměstí","Nabízíme prodej elektroniky, externích baterií, stylových brýlí a módních a bytových doplňků."
,Elektro Hlávka,Martin Hlávka,12528510,elektrouvaly@seznam.cz,+420 724038953,"Husova 76, 250 82  Úvaly","Prodej veškerého sortimentu elektra, výroba klíčů, průkazové fotografie na počkání, výměna baterií v hodinkách a ovladačích. Rozvoz spotřebičů a odvoz starých. Dodání náhradních dílů, dálkových ovladačů a různých filtrů do elektrospotřebičů. Prodej elektroinstalačního materiálu. Služba Uloženka."
https://www.promen.cz,,PROMEN123,28642406,promen123@gmail.com,+420 602578969,"Nad Porubkou 2227/31, 708 00  Ostrava, Poruba","Zabýváme se prodejem spotřebního zboží. Nabízíme velké kuchyňské spotřebiče, malé kuchyňské spotřebiče, kuchyňské dřezy, vodovodní baterie, drtiče odpadu, radiátory, otopné žebříky, termostatické hlavice, plynová topidla, plynové kondenzační kotle, kotle na tuhá paliva, ohřívače vody a další."
http://www.elektro-manak.cz,Elektro Maňák,Miroslav Maňák,40391531,elektromanak@volny.cz,+420 603955422,"Louka 31, 696 76",Jsme specialisté na měniče napětí pro spotřebiče dovezené z USA a Japonska. Prodáváme měniče 230/110V všech výkonů. Umíme Vám odborně poradit a rychle dodat správný typ měniče.
https://eshop.sectron.cz,SECTRON s.r.o.,SECTRON,64617939,obchod@sectron.cz,+420 556621000,"Josefa Šavla 1271/12, 709 00  Ostrava, Mariánské Hory","Již 25 let působíme v oboru bezdrátových technologií jako distributor GSM/UMTS/LTE/GPS/GLONASS modulů, modemů a routerů. Jsme výrobcem antén, kabelů a jiného příslušenství. Dynamický rozmach vysokorychlostních i úsporných LTE aplikací mění svět Machine-to-Machine (M2M) na komplexní ekosystém."
http://www.katech.cz,Katech,Michal Matějka,75937671,katech.horovice@seznam.cz,+420 311516846,"Masarykova 1418/5a, 268 01  Hořovice","Nabízíme prodej a servis kancelářské a výpočetní techniky. Provádíme kroužkovou vazbu, laminaci, kopírování a tisk. Nabízíme kopírky, tiskárny, počítače, tonery a faxy."
http://www.prijimace.cz,,Helmer-Europe,27254372,info@prijimace.cz,+420 465635388,"Opletalova 92, 563 01  Lanškroun, Ostrovské Předměstí","Jsme stabilní firma, na trhu působící již od roku 2005. Snažíme se zákazníkům nabídnout produkty s vysokou užitnou hodnotou. Převážně chytrou elektroniku pod vlastní privátní značkou Helmer."
http://www.expert.cz,Expert Elektro Hranice,ELEKTRO Vision s.r.o.,27712087,hranice@expert.cz,+420 601371906,"Družstevní 2110, 753 01  Hranice I-Město","Prodáváme velké i malé domácí spotřebiče a elektroniku, vestavěné spotřebiče, TV, audio a video spotřebiče, fotoaparáty, GPS, telefony, počítače a kancelářskou techniku. V nabídce máme například pračky, sušičky, ledničky, sporáky a trouby, myčky nádobí, mrazničky, digestoře a další."
https://elektro-kostelecncl.cz,Elektro Kostelec nad Černými lesy,UNISYX,24718823,info@elektro-kostelecncl.cz,+420 722237775,"náměstí Smiřických 20, 281 63  Kostelec nad Černými lesy","Nabízíme velké spotřebiče, domácí spotřebiče, holící strojky, fény, žehličky na vlasy, různé elektrické příslušenství a PC doplňky."
,,Matěj Malurek,6270085,,+420 773550890,"Krakovská 1112/28, 700 30  Ostrava, Hrabůvka","Prodej mobilních telefonů, tabletů, notebooků a příslušenství. Dále nabízíme i servis."
http://www.cuesystem.com,"CUE, a.s.",CUE,26203782,sales@cuesystem.com,+420 241091240,"K Nouzovu 2090/6, 143 00  Praha, Komořany",Výroba rezervačního systému a řídicích systémů pro audiovizuální techniku.
